"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
57,"1","3",0.0810267271042592,"2",30,3,"1",2,"1",47.9149706865771,2.37249392233531,"9",1,"1",0.409752595763562,0.437855813314286,9,"0",12.920560642048,3,2,1,18,1,3,0,4,0,0
18,"1","3",0.105414264649689,"2",1,4,"1",3,"1",33.2628034022127,0.859940850590731,"9",2,"3",0.241508981489134,0.79724874996709,3,"1",11.8998888726473,3,4,1,9,1,1,4,4,1,3
18,"1","2",0.193454241863508,"2",26,1,"3",3,"2",49.8629974677078,3.8666324188738,"9",3,"3",0,1,0,"1",20.1253120911152,3,3,1,0,2,3,0,0,0,0
33,"1","2",0.97922355736062,"3",5,4,"6",4,"2",59.2787018976693,2.10346170474301,"9",1,"1",0.389457912481445,0.758931818352445,1,"1",24.4206588241417,4,1,1,3,1,2,9,6,6,6
24,"1","2",0.0947980588787604,"1",30,1,"1",2,"1",30,0.170689526965185,"1",4,"1",0.0954786796380529,0.477738324216435,2,"0",10.8163628141327,3,1,1,6,0,1,10,0,4,0
32,"1","2",1,"2",12,5,"4",1,"2",100,2.0559314966826,"9",1,"1",0.532382646991057,0.747967152281623,4,"0",8.42815433906862,3,1,3,8,4,2,1,0,0,0
33,"1","3",0.877477319849661,"2",1,1,"1",1,"1",75.6189906110398,1.53783529597619,"8",1,"2",0.120908579326401,0.477549438486781,4,"0",14.2115245676638,3,1,1,3,2,3,1,0,1,1
23,"1","2",0.448492140657992,"2",10,1,"1",4,"2",97.8291978471698,2.51941409640456,"2",3,"1",0,1,0,"0",21.5841893061041,3,1,1,9,3,1,18,6,0,0
28,"1","3",0.768977823922307,"2",14,1,"2",3,"1",57.3508800485559,3.31555607991011,"6",1,"1",0.1805172075791,0.423203169069834,5,"0",17.6162050861153,3,1,1,12,1,1,5,0,2,3
42,"1","1",0.284798161436154,"2",6,1,"3",1,"1",60.4628769406713,0.923173993638626,"5",1,"2",0.236850141716456,0.464658813189465,0,"1",27.1145385906725,4,3,1,13,3,2,12,4,5,7
32,"1","3",0.583080060423501,"2",6,3,"3",4,"1",38.3009778493344,2.58678373810886,"7",4,"3",0.141481564463505,0.266929456859619,2,"0",17.1257055277748,3,1,1,19,0,2,4,9,6,7
28,"1","3",0.740841988563201,"3",1,2,"6",4,"1",100,3.12646622191683,"8",1,"3",0.644027676416219,0.487351613413688,1,"0",26.4980471233248,3,1,1,12,3,3,4,6,9,8
24,"1","1",0.778528217967328,"3",1,2,"3",2,"2",50.2862750314683,2.955757194865,"6",1,"2",0.124557265133778,0.864588987859957,0,"0",16.9148521065463,3,1,2,0,3,2,0,0,2,4
41,"1","1",1,"2",9,3,"1",4,"1",51.1001074875297,3.58330038189692,"2",2,"1",0,0.529742192664033,0,"1",18.0068453234754,4,3,1,20,0,1,10,0,0,1
50,"1","1",0.400354120751051,"2",6,2,"5",3,"2",100,4.33900742717692,"9",2,"1",0.258224808367559,0.356304745219357,0,"0",11.9090857015184,3,1,3,0,1,1,5,0,1,6
18,"1","1",0.909659723037409,"1",12,3,"1",1,"1",38.5043398406905,1.6107900961804,"2",3,"2",0,0,1,"1",12.5188296220509,3,1,1,0,6,2,1,0,0,3
18,"1","2",0,"2",1,2,"2",4,"2",60.688244803867,1.98439239009145,"9",3,"3",0.156988809099367,0.865869943130079,0,"0",9.63380178419306,3,4,1,5,0,2,6,5,0,0
60,"1","2",0.264359784514337,"2",1,4,"1",3,"1",44.2619392221251,3.49485914568419,"4",1,"3",1,1,9,"0",9.73156887226829,3,4,1,39,0,2,30,16,13,7
24,"1","3",0.893351314628337,"2",15,1,"4",2,"1",73.1597123907018,2.97073071235813,"7",4,"2",0.0758513279911708,0.046141652882231,0,"0",13.0548951786376,3,1,1,3,1,1,1,0,5,4
25,"1","2",0.314596298166971,"1",4,2,"5",1,"2",100,3.31615655245928,"5",4,"1",0,0.310679879816277,4,"0",18.4697758441618,3,1,1,4,2,2,2,2,7,1
37,"1","1",0.323556707238407,"2",18,1,"5",2,"1",66.9437598677008,3.14188268302402,"6",2,"1",0,1,0,"0",12.4747662641078,3,1,1,12,0,2,3,5,0,9
30,"1","2",0.305896614627132,"2",17,1,"2",4,"1",30,1.90490455758757,"6",4,"1",0.0651803014460173,0.0280282360137817,0,"0",14.673909416404,3,4,1,16,3,1,7,0,5,0
33,"1","3",0.865803117645207,"1",28,3,"5",1,"1",35.954432490606,1.92483663451704,"1",1,"1",0,0.646322952635003,3,"0",9.47629897117601,3,1,1,7,1,1,3,1,0,2
18,"1","3",0.0428750128811322,"3",21,1,"2",4,"1",30.7769036121608,3.41792764400253,"4",3,"2",0.0935411038736519,0.898073985109385,0,"1",18.0390661630147,3,4,1,0,2,2,1,0,0,1
29,"1","2",0.201371563245623,"1",20,1,"2",2,"1",30,1.37676789213313,"6",3,"1",0.0627196473322676,0.620209370511985,9,"0",15.9405178932847,3,1,3,0,0,2,5,0,0,2
50,"1","3",1,"1",1,3,"1",2,"1",51.4908599607118,2.90286860217616,"4",1,"3",0.0205016317443473,0.228503768200298,5,"1",12.2154942287242,3,2,1,17,3,1,13,3,2,0
48,"1","2",0,"3",1,2,"3",1,"2",64.5341473958719,2.2905912521993,"6",4,"2",0.219366025848428,0.772960667494781,6,"0",17.7292168228217,3,2,1,8,2,1,11,3,8,3
33,"1","3",0.338323398707331,"1",8,1,"1",2,"2",46.3379286756235,1.74242060644977,"1",1,"1",0,0,1,"1",17.4047790096813,3,3,2,2,2,3,2,0,3,0
18,"1","2",1,"1",8,1,"3",4,"1",99.8035650000502,2.22478080647331,"4",3,"3",0.195460272591251,0.671173303455439,0,"1",11.6634262875727,3,1,1,8,3,1,0,0,1,1
40,"1","3",0.347830860312821,"2",25,3,"1",2,"1",100,3.44844464252123,"4",1,"2",0.410669433949105,0.285220975922328,0,"1",18.8378149985021,4,4,1,10,0,1,7,0,1,0
23,"1","3",0.292124129487815,"2",1,3,"2",2,"1",55.357939392019,1.74414614756039,"4",4,"2",0,0.5192285272226,3,"0",25.3148552835629,4,4,1,1,2,2,0,0,0,5
24,"1","3",0.401948306849822,"2",30,1,"4",1,"1",59.0899656838902,2.86257200719111,"1",1,"1",0.289405913215183,0.36015520836703,7,"0",17.5866242658725,3,2,1,19,3,2,0,0,2,2
18,"1","3",0.240102243423203,"1",7,2,"5",1,"1",63.3063100255369,1.69612266677037,"4",4,"3",0.129598662920244,0.611458429302225,0,"0",9.22228865829098,3,4,1,7,3,3,0,2,0,0
46,"1","3",0.565916039995007,"1",6,4,"6",2,"1",49.472746288298,1.9188956087923,"4",1,"1",0.922274056384134,0.987778971361767,2,"0",13.5123482716882,3,3,1,10,0,3,16,15,11,4
18,"1","3",0.670306165264345,"2",1,2,"1",4,"2",55.0439605777329,3.45611577291203,"3",1,"1",0,0.0438705098439887,0,"0",19.6212982021016,4,3,2,9,2,3,1,0,0,0
31,"1","2",0.237376002817763,"1",10,2,"5",2,"1",58.8859272834337,3.1125205877442,"4",1,"2",0.353360572000996,0.0822023221803614,2,"1",17.4317695443449,3,3,1,5,2,1,0,2,0,0
18,"1","3",0.961201594207991,"2",10,3,"5",1,"2",69.5813101660174,2.82214513215335,"5",2,"1",0,0.703459027980678,0,"0",19.0135371132318,3,2,1,0,0,2,0,3,0,4
48,"1","3",0.445443183276701,"2",1,4,"4",1,"1",36.9733166970199,1.74974359659618,"8",3,"1",0.258403522785264,1,6,"0",18.0764226543075,3,2,3,0,3,3,3,0,0,3
50,"1","3",0.686281097707643,"2",1,3,"2",2,"2",62.7585664808256,2.69602778707123,"9",1,"3",0.674958852900217,0.913156048898883,9,"1",16.8663299274234,3,3,1,9,2,3,7,12,0,2
28,"1","2",0.803611449838771,"2",1,2,"1",3,"2",60.3350585811581,3.31494539654048,"5",1,"2",0,0.128038338821907,0,"0",20.8890808577409,3,2,1,4,0,2,0,2,0,0
18,"1","3",0.595624554355165,"1",17,1,"1",3,"1",86.9550990233919,3.5477028707949,"3",1,"1",0.123513993404774,0.324234784751207,2,"0",8.86869786310624,3,1,1,5,2,1,3,0,0,0
42,"1","2",0.286089206995136,"2",1,2,"3",3,"2",81.2935296946773,2.1761261671924,"1",1,"3",0.330818758952275,0.186247095719309,4,"1",10.016900503562,3,4,1,7,2,1,0,1,1,0
27,"1","2",0.184926211218149,"3",5,1,"2",3,"1",69.2413466445254,2.13140231345731,"4",3,"3",0.401596815933898,0.991180483799566,9,"0",9.8701671297013,3,1,1,2,2,3,0,2,0,1
33,"1","2",0,"1",26,3,"6",4,"2",37.1920702724653,2.43564272261394,"3",1,"2",0.0987720445118682,0,2,"0",14.0000203411417,3,2,1,7,4,1,14,6,0,10
18,"1","2",0.631050276408725,"2",20,1,"1",2,"1",81.3808152140781,3.14521006852623,"3",4,"3",0.216502364331462,0.964700939617162,0,"1",6.74741532122056,3,2,1,5,3,2,0,2,0,3
49,"1","2",0.647837312343375,"1",1,2,"2",3,"1",100,2.54739388575181,"5",1,"1",0.829388451568474,0.917356408403009,3,"1",18.3987817239983,3,3,1,31,2,3,18,0,0,7
53,"1","3",0.882877573793439,"2",8,2,"3",3,"1",80.4060884311278,2.67724404859216,"4",1,"2",0.688308541453999,1,7,"0",6.00219603486289,3,3,1,31,2,3,6,7,0,0
18,"1","1",0,"3",28,1,"3",1,"2",89.4332902133568,1.00046797043883,"9",1,"2",0.1368813859115,0.781782187535912,9,"1",16.0360109666192,3,1,1,9,5,2,10,1,0,2
38,"1","2",0.267887647804305,"1",13,3,"3",2,"1",56.7257060046141,2.30193669636927,"4",3,"1",0,0.196200203848532,0,"1",20.2145132793429,4,1,1,4,1,1,3,3,1,0
18,"1","2",0.407565309420963,"2",27,2,"6",1,"1",35.8578182142298,4.12855953485522,"9",1,"3",0,0.722472512342579,0,"0",17.9820351405769,3,4,1,5,2,1,8,0,0,0
30,"1","3",0.668962504357545,"2",1,1,"1",3,"1",53.2983550932715,2.65479448412058,"4",1,"1",0.044336263162694,0.310761644954177,2,"1",10.3410029768022,3,3,1,0,0,3,0,1,0,0
28,"1","1",0.677176537699378,"2",16,3,"1",2,"1",98.8906070173003,3.7640940354799,"7",4,"3",0.226315693235309,0,6,"0",14.5836344385677,3,3,1,9,3,1,8,2,1,3
34,"1","3",0.139834906667606,"1",18,2,"1",2,"1",54.0020408294524,1.27054952647828,"5",3,"1",0.506594986970618,0.737462667728527,7,"0",13.7890171740499,3,1,1,14,0,2,5,0,0,5
48,"1","2",0.162361747824538,"3",3,3,"3",3,"1",56.5970664132372,3.21394979897405,"6",4,"2",0,0.502709600215687,2,"0",19.0101447137505,3,2,1,11,3,1,17,7,5,7
23,"1","2",0.629362358338807,"3",1,1,"4",1,"1",95.2075018313171,1.84474789893008,"6",2,"3",0.00643287987155869,0.0184050742534815,0,"0",10.3916188792258,3,2,1,0,3,3,0,0,2,0
45,"1","2",0.307785819463344,"1",7,2,"5",1,"1",82.6860876502707,2.6964858039187,"5",1,"1",0.0191789613284475,0.680521958728604,0,"1",8.94341470009215,3,4,1,6,1,4,10,0,0,0
36,"1","2",0.245712399641083,"3",16,3,"1",1,"2",48.5953927212485,1.90201147694234,"7",1,"1",0.317436805700406,0.105615765352611,0,"0",19.5770688310583,3,2,1,0,0,3,0,0,0,0
31,"1","3",0.816602367623681,"2",2,4,"3",3,"1",42.4349157077128,2.69880944889932,"4",4,"1",0.0917957234780375,0.640536763136114,6,"0",10.6993246824113,3,1,1,3,0,2,3,5,3,2
26,"1","2",0.0527904834149271,"2",6,1,"6",4,"1",79.9245150550597,1.73533954204563,"7",1,"3",0.294349350860409,0,4,"0",21.4103075474366,4,2,1,6,0,2,0,0,2,0
43,"1","3",0.538526714494167,"2",1,1,"1",1,"1",100,3.03429455126089,"6",3,"3",0.451072945287168,0.807532540477111,8,"0",11.0338668430707,3,1,1,6,0,1,4,3,0,1
36,"1","3",0.63369500748937,"3",17,3,"3",2,"2",100,1.78470669781521,"9",1,"1",0.451309302051205,0.566369826357464,1,"1",16.461449332803,3,2,2,19,4,2,0,0,0,0
36,"1","1",0.295292165929358,"1",14,3,"2",2,"1",94.7976764572477,1.59325628701611,"6",2,"1",0.320696453324571,0.625294659264724,2,"0",18.642087947277,3,1,1,16,3,3,8,7,0,1
22,"1","2",0.657713720953897,"3",1,5,"5",1,"2",100,2.96200439279961,"9",3,"2",0,0.28279037031785,6,"0",14.569847016833,3,4,1,0,4,2,8,1,1,4
44,"1","1",0.674237782818208,"3",25,1,"1",1,"1",100,3.54996281251107,"6",1,"2",0.15378752757826,0.427585748605721,6,"1",8.02093849218681,3,4,1,16,2,4,1,4,0,4
25,"1","2",0.111599733309324,"2",27,5,"6",2,"1",94.3932821309932,1.01142455202132,"6",1,"2",0.0588144620147767,0.470976435692039,2,"0",12.4208996400604,3,1,1,2,1,4,4,2,0,1
36,"1","2",0.410798507963005,"2",16,2,"3",2,"1",69.0075924589165,1.09835353624233,"5",3,"2",0.0411839918915098,0.858893237497417,1,"0",11.601284079293,3,1,1,10,0,3,7,3,1,0
23,"1","3",0.675501833077531,"1",6,3,"1",3,"1",100,2.02536625179381,"8",1,"3",0.0900860724621149,0.066715591754286,5,"1",20.6770032909532,3,3,1,0,4,3,5,3,0,0
27,"1","3",0,"1",20,4,"5",4,"1",67.4073297044677,3.96885311236518,"3",2,"1",0.287281541567614,0.826724667128467,0,"1",17.1574834323462,3,3,1,2,1,2,12,3,7,5
39,"1","3",0.570095477840583,"1",8,2,"6",2,"1",58.4727509620562,2.80435745795797,"5",4,"1",0.312988822670187,0.134414473588581,0,"1",11.3050917519407,3,1,1,10,1,1,0,3,0,0
33,"1","3",1,"2",18,1,"4",4,"1",51.954309772203,3.45565939822222,"9",4,"3",0,0.127127518352402,0,"0",18.5394741784423,3,1,1,13,3,2,0,0,1,0
22,"1","2",0.0450101214726493,"2",1,3,"1",2,"2",84.7526178804165,3.2546184949769,"2",3,"2",0.269728354356969,0.833998917721767,0,"0",10.3337154659416,3,2,1,3,1,2,0,0,2,0
26,"1","3",0.0696160012869085,"1",5,4,"6",1,"1",100,1.81221763434254,"7",1,"3",0.125114800644932,0.401663232521598,1,"0",11.4986203795551,3,4,1,0,0,1,0,10,0,7
29,"1","3",0.690101892839549,"3",16,4,"3",1,"2",65.0839316429252,4.02768007774493,"6",2,"1",0.545487132064577,0.476200597242804,0,"0",8.78257403361716,3,1,3,14,1,3,6,0,4,1
19,"1","3",0.854778249963207,"3",1,1,"2",4,"2",76.0246469325534,3.68238185713741,"7",1,"1",0.349317712692407,0.394785608680132,1,"0",9.87831243343104,3,1,1,4,2,3,0,3,0,0
18,"1","3",0.765110220254691,"2",6,3,"4",2,"2",55.6814751028343,3.77925775458285,"3",1,"1",0.15287169250025,0,1,"1",22.6120554229669,4,3,2,0,0,2,9,0,0,1
39,"1","3",0.153872027785994,"1",8,2,"1",1,"1",49.1498171234377,2.57940011646309,"6",1,"2",0.0345348576362733,0.498811866363683,0,"0",12.6111929885283,3,4,1,0,3,3,1,0,0,0
43,"1","1",0.342010410484112,"1",14,3,"4",1,"1",48.9940353450498,3.12648645977292,"5",1,"1",0.511408756032035,0.779254439389385,8,"0",12.10233355875,3,2,1,12,5,3,0,4,0,0
26,"1","2",0,"2",1,3,"3",1,"2",82.4712431846366,2.30989206159112,"9",1,"2",0.359379553705348,0.370281051762935,0,"0",16.1266275267113,3,2,1,3,5,2,3,3,8,4
35,"1","2",0.725261865007698,"3",1,3,"1",3,"2",72.2412682821354,2.37408051632551,"3",2,"2",0.0160375754540687,0.752307441474677,0,"0",10.1740999683082,3,1,1,0,3,3,0,2,3,2
42,"1","2",1,"3",1,4,"4",3,"1",48.8837275796317,2.77517708580174,"7",4,"2",0.406991569666235,0.00276348044478418,2,"0",11.727412613717,3,2,1,0,0,3,1,2,5,2
25,"1","3",0.132948230160766,"1",1,4,"6",4,"2",30,2.38306886391051,"6",2,"3",0.218763401226502,0.672329802682469,0,"0",17.5358363459734,3,4,1,8,2,2,1,3,5,4
20,"1","3",0.498506486898319,"1",2,1,"6",1,"1",57.0052217903429,1.74871030778236,"4",4,"3",0.0862484240794102,0.588210862343575,2,"0",14.650196537097,3,1,1,1,3,4,0,4,0,0
36,"1","2",0.336397842760278,"2",15,2,"3",1,"1",50.2291612425285,2.61479723874769,"9",1,"3",0.252394386313846,0.311015106323158,3,"1",21.5220757320019,4,3,1,7,1,1,0,0,0,1
21,"1","2",0,"2",5,2,"1",2,"1",30,2.83088849496952,"5",2,"1",0.194619719964358,0.340328373911482,1,"0",22.0429359236576,3,1,1,12,1,3,7,5,0,2
22,"1","2",0,"1",1,3,"5",1,"1",68.0836539085122,1.88671751872395,"3",1,"2",0,0.186781355360902,5,"0",14.2397964247071,3,2,1,17,1,1,15,8,0,6
29,"1","1",0,"2",25,4,"2",3,"1",100,2.80964702786886,"9",1,"1",0,0.641711785309755,1,"0",17.7057726183177,3,1,1,20,2,2,6,4,7,6
35,"1","3",0.420922052442007,"2",24,3,"4",1,"1",49.245123423186,2.03385600198079,"4",1,"3",0.000324514286023032,0,3,"1",18.9952097411415,3,4,1,13,0,1,0,2,0,1
37,"1","3",0.18283676259009,"1",30,2,"3",2,"1",69.5103898805675,2.45972721036626,"1",2,"1",0.337466156336017,0,3,"0",26.8575270795612,3,4,1,4,1,3,10,9,2,5
29,"1","2",0.855066684594918,"2",9,3,"4",2,"1",84.8653318472529,2.19955500804318,"9",1,"2",0,0.511962528898916,3,"0",14.3232327993719,3,1,1,14,1,3,0,0,0,0
26,"1","1",0.82264906155302,"1",1,1,"6",3,"1",79.9613095734244,2.00816392664522,"2",2,"3",0.419284788968043,0.127952757667442,7,"0",17.1518830346246,3,3,1,1,5,2,3,3,6,0
56,"1","2",0.750908238139935,"2",1,3,"1",1,"2",30,1.04553432907477,"6",2,"2",0.701346164328086,0.875575809858511,4,"0",10.2833374138287,3,4,1,14,0,3,0,4,0,6
30,"1","1",0,"2",14,3,"5",1,"1",38.3561547036622,2.77908249224312,"4",1,"3",0.101259314710934,0.789721241095565,2,"0",10.4525804833655,3,1,1,6,4,1,7,0,4,0
35,"1","3",0.120745758542396,"1",22,2,"1",1,"1",43.4770609694176,3.38836242641028,"8",3,"1",0.119634520355212,0.314644484780181,1,"1",5.5550230085997,3,1,1,0,2,3,10,2,1,1
60,"1","2",0,"2",5,5,"6",2,"1",37.6432945838524,1.07461333310083,"4",2,"2",0.780757626723762,0.455401536079213,0,"0",16.3658025328543,3,1,2,32,5,2,32,5,2,14
33,"1","2",0.885781197015177,"2",1,2,"1",1,"1",32.2393802881327,1.00189205243849,"4",2,"2",0.0471945630195974,0.774948106852904,0,"0",7.61078161143279,3,1,1,5,3,3,7,0,0,0
38,"1","2",0.522339496924404,"2",6,3,"4",2,"2",32.2750686439891,4.49575365372459,"7",2,"1",0.182142999419198,0.88257443702145,9,"1",13.6472422195691,3,3,1,14,1,3,7,3,3,4
45,"1","3",0.458087102016658,"2",1,1,"1",1,"2",78.6196799569191,2.53007302956434,"6",3,"1",0.235453247972138,0.116103003597892,1,"1",12.1282588584497,3,1,1,0,2,3,3,5,0,6
60,"1","3",0.856071287624065,"2",19,2,"2",4,"1",34.5605210679284,2.30402362874826,"7",4,"3",0.69692542393502,0.419496467723986,2,"0",17.3504691212808,3,4,1,17,1,3,11,11,0,5
35,"1","2",0.138503198743612,"2",9,2,"3",1,"2",56.4073885898783,3.08459223291418,"6",3,"1",0.461756690144105,1,8,"0",6.54926754060783,3,1,1,18,5,3,0,1,0,0
49,"1","2",0.540212002940597,"2",27,1,"1",3,"1",100,3.43390021911046,"9",2,"3",0.425575268472784,0.305774943441973,0,"0",12.7760529325066,3,3,1,8,1,2,6,0,0,3
18,"1","2",0.10646248520896,"2",13,1,"4",2,"1",30,2.22106087472248,"8",1,"3",0.00546572076419312,0.667929024829274,1,"0",8.83702464699548,3,2,1,0,2,4,0,2,0,2
20,"1","2",0.279579898837302,"2",1,2,"2",1,"2",87.551635211315,3.1960479102535,"2",2,"3",0.258492283925335,0.85510645335771,2,"0",12.2439474818217,3,3,1,5,6,1,3,3,3,0
18,"1","1",0.717599220788246,"1",12,1,"5",2,"1",98.4389533461041,2.765444683583,"1",2,"3",0.00876545235926503,0.232659032125057,5,"0",17.13277261485,3,1,1,9,3,2,0,6,2,7
34,"1","2",0.823846724017768,"2",5,3,"2",4,"1",30,1.75867933754519,"6",4,"1",0.407663827573429,0.824323920820519,0,"0",12.1884891859925,3,1,1,5,3,2,8,9,10,4
18,"1","3",0.719799099476004,"1",1,1,"1",2,"1",30,2.20463721508511,"3",2,"2",0.438912123313536,0.579047942220994,0,"1",18.137057235582,3,1,1,6,2,3,7,0,0,2
24,"1","1",0.370172033347643,"3",8,3,"3",2,"1",94.7562465426969,1.91894508954734,"7",2,"2",0.181974552386662,0.425586635528356,0,"0",23.5270540256151,3,4,1,11,0,3,0,0,1,2
39,"1","3",0.324103785100077,"2",3,3,"6",1,"2",100,2.0854934283723,"1",1,"1",0,0,4,"0",13.6532961135435,3,1,2,17,0,2,9,5,0,6
35,"1","2",0.0125394071370731,"3",9,3,"2",3,"2",59.6380449859166,2.83456186701906,"7",1,"2",0.578666734903354,0,0,"1",13.3016771160932,3,1,1,15,2,1,18,10,14,14
34,"1","1",0.399960861497612,"3",23,3,"1",2,"1",42.2170636637932,2.08749419485143,"7",2,"2",0.271062541281962,1,3,"0",15.0772201425628,3,3,1,7,5,2,11,0,0,0
38,"1","3",0.698094647167562,"3",1,2,"5",2,"1",44.1516036208294,3.4241854572694,"9",1,"3",0.111939138036977,0.958829951016335,5,"1",17.7952612103362,3,1,1,10,2,2,7,0,1,0
23,"1","2",0.312998081264808,"1",6,1,"2",4,"2",38.4919174207153,1.8305738498284,"3",3,"2",0.058552829295489,0.110506085207497,0,"1",16.5765668932863,3,3,1,8,4,1,0,0,2,1
38,"1","3",0.0839350706298951,"2",13,3,"1",1,"1",78.1477902964498,2.79564725307453,"9",1,"2",0.273374852769383,0.205615141326784,2,"1",15.9376888564233,4,3,1,16,2,1,7,2,0,0
32,"1","3",0.154955862939178,"2",20,3,"6",3,"2",89.0855340373201,3.38612359490592,"1",4,"2",0.196160164453414,0.751597480424433,1,"1",14.6638323368012,3,2,1,15,2,1,9,3,6,8
29,"1","3",1,"2",1,1,"1",3,"1",59.5792567674433,1.98838347107265,"3",4,"1",0.0292383884571103,1,3,"0",12.347819526873,3,3,1,6,3,1,0,3,0,0
39,"1","2",0.746618871835003,"2",1,1,"1",1,"1",32.6076242337881,1.64931009092207,"2",1,"2",0.185291736104235,0.174139647676524,1,"1",10.3705674547326,3,4,1,8,3,4,2,6,0,0
23,"1","3",0.111602456037083,"3",16,2,"4",1,"1",70.2932859577288,0.213784822109135,"6",2,"1",0.137855812805333,0.96075874227145,4,"1",13.2635670765524,3,3,2,0,2,2,0,5,8,4
18,"1","3",0,"1",14,4,"3",2,"1",97.8375387983079,2.50177081034847,"3",1,"2",0,0.0880640680778847,0,"0",6.70035801514998,3,4,1,12,2,1,5,12,0,12
40,"1","1",0.0955801919521871,"2",30,1,"1",3,"2",76.3140458679386,1.01701343583408,"7",1,"2",0.261429433361681,0.909945307464329,9,"0",21.0899524044992,3,4,1,6,5,3,0,0,0,4
42,"1","2",0.787214143098539,"1",13,2,"1",1,"1",95.4470929054933,2.42684909943778,"3",1,"2",0,0.187015556131792,4,"0",3.47247565458359,3,1,1,7,2,1,14,2,0,4
40,"1","2",0.578932409179708,"2",18,4,"6",4,"2",75.1999283614872,2.97073857530812,"8",3,"2",0.529649219147578,0.732107868594531,0,"0",11.7205266238066,3,2,1,18,2,2,9,0,0,3
53,"1","2",0.127929389514159,"2",1,1,"4",1,"1",30,3.64056139246181,"7",3,"3",0.0350563706070154,0.932185707564198,6,"0",19.9410388749096,3,3,1,5,2,1,8,6,4,5
41,"1","3",0,"1",18,2,"1",1,"1",46.9840661991188,3.30385459542388,"1",1,"1",0,0.95239123694623,0,"0",10.704204399143,3,4,1,0,2,3,0,0,3,3
60,"1","2",0,"1",1,1,"2",1,"1",37.0853891399279,1.4945734751988,"5",4,"2",1,0.600918757982093,0,"0",12.9114069739102,3,3,1,39,0,3,33,14,5,11
30,"1","1",1.81721102106686e-05,"3",9,4,"2",4,"2",62.2965025364979,3.27623564140112,"9",1,"3",0.663042194933321,0.1930032168669,0,"0",11.7815274866077,3,1,1,26,2,1,26,11,9,17
51,"1","3",0.420620019752982,"1",5,4,"1",1,"1",41.1665536426107,4.16841998425722,"6",1,"3",0.718600021277349,1,9,"0",12.2907775208906,3,3,1,39,3,2,35,17,7,4
46,"1","2",0.679679717666657,"1",12,1,"4",1,"1",30,3.08801133275142,"4",1,"3",0.37793298639909,0.112500774258491,9,"0",16.6346621383652,3,1,1,12,2,3,7,6,1,3
35,"1","3",0.528299633583058,"1",10,2,"3",2,"1",44.462381645364,4.83823641694839,"1",3,"1",0.354165796688055,0.521718940362603,0,"0",10.7537434714825,3,4,1,8,0,3,9,8,0,4
25,"1","1",0,"3",1,3,"5",1,"1",46.2771904007539,3.48517299560767,"1",2,"3",0.0675921545922639,0.956359283823707,0,"0",26.9109558911854,3,1,1,2,1,1,0,2,1,2
36,"1","3",0.121573670664592,"3",1,3,"4",2,"1",54.2019674911341,2.06773975199544,"9",3,"1",0,0.867998423142242,8,"0",21.4470605315983,3,3,3,4,3,2,0,0,0,2
23,"1","3",0.243397761495223,"2",24,4,"5",2,"1",53.4338314595764,2.92884506543232,"6",3,"3",0,0.259033245618802,1,"1",15.4353204047528,3,2,3,0,2,3,1,0,0,1
41,"1","1",0.301660900545997,"2",5,1,"4",1,"1",69.1251020961862,3.303702721918,"1",3,"2",0.170758897572894,0.926567099081853,1,"1",15.3486479229393,3,1,1,13,0,2,13,5,5,6
20,"1","2",0.167765432160438,"1",22,1,"1",3,"1",65.4181396469547,-0.525437032413517,"1",3,"1",0.163158643286509,0.216292850388455,2,"0",12.5812322079378,3,2,1,8,0,3,0,1,0,1
25,"1","3",0.603476328275252,"1",8,3,"6",3,"1",71.9368677174766,3.32578319958706,"4",1,"3",0.18613422772948,0.499127110365707,7,"1",10.9269306868384,3,2,1,10,5,2,7,0,0,6
42,"1","2",0.397520937609255,"2",5,4,"1",2,"2",54.3418949871685,1.00923150113874,"6",3,"2",0.50311992983887,0.442334481038832,3,"0",8.63907465362137,3,2,1,13,0,1,8,2,8,6
18,"1","1",0.173260095440114,"1",10,2,"3",1,"1",81.7917918963047,1.40173896981649,"8",2,"2",0,0.196695824906571,4,"0",21.629919285005,4,1,1,0,2,4,12,2,1,0
23,"1","3",1,"2",1,1,"6",1,"1",59.4598193121114,2.51158979942667,"8",1,"3",0.0237296889356223,0.571118561064208,2,"1",17.7222871358331,3,2,1,6,5,3,11,0,1,7
25,"1","2",0.805199523688143,"2",26,1,"5",1,"2",100,3.08806576581222,"5",4,"3",0.208123119780906,0.225253788963963,0,"1",14.5380385903333,3,2,1,2,3,2,7,1,0,1
39,"1","1",0.487874552638307,"1",6,5,"1",2,"1",94.0282721110325,3.02911407059456,"6",1,"2",0.396854694360515,0.324354905198474,3,"0",11.6166060584168,3,1,1,6,3,2,17,10,0,11
18,"1","3",0,"1",1,1,"6",1,"2",41.7253525530188,3.29183784522221,"1",3,"3",0.231237066521988,0.380366121514184,0,"0",10.5647928291577,3,2,1,3,2,3,4,0,0,0
